SubBank	QuestionText	QuestionType	Choice1	Choice2	Choice3	Choice4	Choice5	Grade1	Grade2	Grade3	Grade4	Grade5
CoreJava-Threads-Knowledge	"Carefully read the question and answer accordingly.
Which of  the following statements are true?
Statement1: When a thread is sleeping as a result of sleep(), it releases its locks.
Statement2: The Object.wait() method can be invoked only from a synchronized context."	MCQ	Statement1 is TRUE but Statement2 is FALSE.	Statement2 is TRUE but Statement1 is FALSE.	BOTH Statement1 & Statement2 are TRUE.	BOTH Statement1 & Statement2 are FALSE.		0	1	0	0	
CoreJava-Threads-Knowledge	"Carefully read the question and answer accordingly.
Which two statements are true?
1.It is possible for more than two threads to deadlock at once.
2.The JVM implementation guarantees that multiple threads cannot enter into a
deadlocked state.
3.Deadlocked threads release once their sleep() method's sleep duration has expired.
4.If a piece of code is capable of deadlocking, you cannot eliminate the possibility of
deadlocking by inserting
invocations of Thread.yield()."	MCQ	1&2	1&3	2&3	1&4	2&4	0	0	0	1	0
CoreJava-Threads-Knowledge	"Carefully read the question and answer accordingly.
public class TestDemo implements Runnable
 {
 public void run() 
 {
   System.out.print(""Runner"");
 }
 public static void main(String[] args) 
 {
   Thread t = new Thread(new TestDemo());
   t.run();
   t.run();
   t.start();
 }
}
What will be the result?"	MCQ	You cannot call run() method using Thread class object.	An exception is thrown at runtime.	The code executes and prints "Runner".	The code executes and prints "RunnerRunnerRunner".		0	0	0	1	
CoreJava-Threads-Knowledge	"Carefully read the question and answer accordingly.
class Background implements Runnable{
int i = 0;
public int run(){
while (true) {
i++;
System.out.println(""i=""+i);
}
return 1;
}
}//End class"	MCQ	It will compile and the run method will print out the increasing value of i.	It will compile and calling start will print out the increasing value of i.	The code will cause an error at compile time.	Compilation will cause an error because while cannot take a parameter of true.		0	0	1	0	
CoreJava-Threads-Knowledge	"Carefully read the question and answer accordingly.
Java provides ____ ways to create Threads."	MCQ	One	Two	Three	Four		0	1	0	0	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
As per the below code find which statements are true. 
public class Test {
 public static void main(String[] args) {
   Line 1:  ArrayList<String> myList=new List<String>();
   Line 2:  String string = new String();
   Line 3:  myList.add(""string"");
   Line 4:  int index = myList.indexOf(""string"");
  System.out.println(index);
 }
}"	MCA	Line 1 has compilation error	Line 2 has run time exceptions	In Line 4 null pointer exception will occur as String string contains null value	Line 4 has neither error nor exceptions.		0.5	0	0	0.5	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
The ArrayList<String> is immutable."	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Map is the super class of Dictionary class?"	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Method keySet() in Map returns a set view of the keys contained in that map.
State True or False."	MCQ	TRUE	FALSE				1	0			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Is ""Array"" a subclass of ""Collection"" ?"	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
What will be the output for following code?
public class Compare
{
 public static void main(String[]args)
 {
  String s=new String(""abc"");
  String s1=new String(""abc"");
  System.out.println(s.compareTo(s1));
 }
}"	MCQ	True	False		None of the listed options		0	0	1	0	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
The LinkedList class supports two constructors."	MCQ	TRUE	FALSE				1	0			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Consider the following statements about the Map type Objects:
Statement A: Changes made in the set view returned by keySet() will be reflected in the original map.
Statement B: All Map implementations keep the keys sorted.
Which of the following option is true regarding the above statements?"	MCQ	Both Statements A and B are true	Statement A is true and Statement B is false	Statement A is false and Statement B is true	Both Statements A and B are false		0	1	0	0	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
what is the way to iterate over the elements of a Map"	MCA	for loop	list Iterator	foreach	Iterator		0	0	0.5	0.5	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Consider the following partial code:
java.util.Date date = new java.util.Date();
Which of the following statement is true regarding the above partial code?"	MCQ	Creates a Date object with 0 as default value	Creates a Date object with '01-01-1970 12:00:00 AM' as default value	Creates a Date object with current date and time as default value	Creates a Date object with current date alone as default value		0	0	1	0	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Consider the following list of code:
A) Iterator iterator = hashMap.keySet().iterator();
B) Iterator iterator = hashMap.iterator();
C) Iterator iterator = hashMap.keyMap().iterator();
D) Iterator iterator = hashMap.entrySet().iterator();
E) Iterator iterator = hashMap.entrySet.iterator();
Assume that hashMap is an instance of HashMap type collection implementation.
Which of the following option gives the correct partial code about getting an Iterator to the HashMap entries?"	MCQ	A	B	C	D	E	0	0	0	1	0
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
What is the return type of next() in Iterator?"	MCQ	boolean	void	Object	String		0	0	1	0	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
foreach loop is the only option to iterate over a Map"	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Which of the following are not List implementations?
1.Vector
2.Hashtable
3.LinkedList
4.Properties"	MCQ	1&2	1&3	2&3	1&4	2&4	0	0	0	0	1
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Consider the following Statements:
Statement A: The Iterator interface declares only two methods: hasMoreElements and nextElement.
Statement B: The ListIterator interface extends both the List and Iterator interfaces.
Which of the following option is correct regarding above given statements?"	MCQ	Both the Statements A and B are true	Statement A is true and Statement B is false	Statement A is false and Statement B is true	Both the statements A and B are false.		0	0	0	1	
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
State TRUE or FALSE.
line 1: public class Test {
line 2:  public static void main(String[] args) {
line 3: Queue queue = new LinkedList();
line 4:   queue.add(""Hello"");
line 5:   queue.add(""World"");
line 6:   List list = new ArrayList(queue);
line 7: System.out.println(list); }
line 8: }
Above code will give run time error at line number 3."	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Iterator i= new HashMap().entrySet().iterator();
is this correct declaration"	MCQ	TRUE	FALSE				1	0			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Iterator is having previous() method.
State True or False."	MCQ	FALSE	TRUE				1	0			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
List<Integer> newList=new ArrayList<integer>();   will Above statement  create a new object of Array list successfully ?"	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Comprehension	"Carefully read the question and answer accordingly.
Which collection class allows you to associate its elements with key values"	MCA	java.utill.Map	java.util.ArrayList	java.util.Dictionary	java.util.HashMap		0	0	0.5	0.5	
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
Under  java.util package we have ""Collections"" as Class and ""Collection"" as Interface "	MCQ	TRUE	FALSE				1	0			
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
The add method of Set returns false if you try to add a duplicate element."	MCQ	TRUE	FALSE				1	0			
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
Is this true or false. Map interface is derived from the Collection interface."	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
LinkedList represents a collection that does not allow duplicate elements."	MCQ	TRUE	FALSE				0	1			
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
What is the  data type of m in the following code?
import java.util.*;
public class set1
{
 public static void main(String [] args)
 {
  Set s=new HashSet();
  s.add(20);
  s.add(""abc"");
  for(  _____ m:s)
  System.out.println(m);
 }
}"	MCQ	int	String	Object	set1		0	0	1	0	
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
Which of these interface(s) are  part of Java’s core collection framework?"	MCA	List	Set	SortedList	SortedQueue		0.5	0.5	0	0	
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
When comparable interface is used which method should be overridden?"	MCQ	comparator	compare	compareTo	compareWith		0	0	1	0	
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
TreeSet uses which two interfaces to sort the data"	MCA	Serializable	SortTable	SortedSet	Comparable		0	0	0.5	0.5	
CoreJava-Collections and util package-Application	"Carefully read the question and answer accordingly.
Which statement are true for the class HashSet?"	MCA	The elements in the collection are accessed using a non-unique key.	The elements in the collection are guaranteed to be unique	The elements in the collection are accessed using a unique key.	HashSet allows at most one null element		0	0.5	0	0.5	
